BIAS, WEIGHT, MAE, MSE, RMSE, R2, SCALER, LOSS_FUNCTION, OBJECTIVE, OBJECTIVE_VALUE, LEARNING_RATE
8432.843846, -0.020814, 0.11978223815283869, 0.020749270739003615, 0.1440460715847663, 0.7323286308132926, MinMax, MSE, DELTA_LOSS, 1e-07, 0.01
